Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
AJY53712.1 |VP35 matrix protein,0.99088,0.00912,99.09%,0.91%,-0.9908
QYU59237.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
QYU59246.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
QYU59255.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
QYU59264.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
QYU59273.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
QYU59282.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
QYU59291.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
QYU59300.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
QYU59309.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
QYU59318.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
SCD11533.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
URC21825.1 |virus protein 40 matrix protein,0.78834,0.21166,78.83%,21.17%,-0.7315
WBH05259.1 |matrix protein,0.78528,0.21472,78.53%,21.47%,-0.7266
WDG39715.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
WDG39724.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
WDG39733.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
WGV39664.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39673.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39682.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39691.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39700.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39709.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39718.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39727.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39736.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39745.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39754.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39763.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39772.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39781.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39790.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39799.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39808.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39817.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39826.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39835.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39844.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39853.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
WGV39862.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
YP_003815425.1 |matrix protein,0.80675,0.19325,80.67%,19.33%,-0.7605
YP_003815434.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
YP_009513276.1 |matrix protein,0.79448,0.20552,79.45%,20.55%,-0.7413
YP_138522.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
