Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
AJY53712.1|VP35 matrix protein,0.79027,0.20973,79.03%,20.97%,-0.7346
QYU59282.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
QYU59291.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
QYU59300.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
QYU59309.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
QYU59318.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
SCD11533.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
URC21825.1|virus protein 40 matrix protein,0.65644,0.34356,65.64%,34.36%,-0.4766
WBH05259.1|matrix protein,0.65644,0.34356,65.64%,34.36%,-0.4766
WDG39715.1|matrix protein,0.61043,0.38957,61.04%,38.96%,-0.3618
WDG39724.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
WDG39733.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
WGV39664.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39673.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39682.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39691.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39700.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39709.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39718.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39727.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39736.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39745.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39754.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39763.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39772.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39781.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39790.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39799.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39808.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39817.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39826.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39835.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39844.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39853.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
WGV39862.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
YP_003815425.1|matrix protein,0.61043,0.38957,61.04%,38.96%,-0.3618
YP_003815434.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
YP_009513276.1|matrix protein,0.65644,0.34356,65.64%,34.36%,-0.4766
YP_138522.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
