Naziv_proteina,frakcijska_razlika_A,frakcijska_razlika_C,frakcijska_razlika_D,frakcijska_razlika_E,frakcijska_razlika_F,frakcijska_razlika_G,frakcijska_razlika_H,frakcijska_razlika_I,frakcijska_razlika_K,frakcijska_razlika_L,frakcijska_razlika_M,frakcijska_razlika_N,frakcijska_razlika_P,frakcijska_razlika_Q,frakcijska_razlika_R,frakcijska_razlika_S,frakcijska_razlika_T,frakcijska_razlika_V,frakcijska_razlika_W,frakcijska_razlika_Y
ARQ84735.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ARQ84746.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ARQ84757.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ARQ84768.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASJ82195.1 ___virion spike glycoprotein precursor,0.2724,5.2032,-0.3797,-0.3656,11.9233,0.9126,-0.4831,0.6448,0.5508,0.7231,-0.7415,0.2406,-0.7485,-0.4831,0.0339,-0.4544,-0.2556,1.24,0,1.5847
ASJ82208.1 ___virion spike glycoprotein precursor,0.2409,5.2443,-0.3409,-0.3235,11.4887,0.5611,-0.5375,0.8213,0.3381,0.7345,-0.7398,0.2489,-0.7261,-0.4796,0.0407,-0.4796,-0.2299,1.2549,0,4.2036
ASU45696.1 ___spike glycoprotein,1.3537,0.0,0.163,-0.2062,0.0,0.643,-0.6862,2.9875,-0.3493,2.2676,-0.6677,0.0,-0.4831,0.9107,-0.6994,-0.6816,-0.2062,-0.0031,0,3.1537
ASU45708.1 ___spike glycoprotein,1.3537,0.0,0.163,-0.2062,0.0,0.643,-0.6862,2.9875,-0.3493,2.2676,-0.6677,0.0,-0.4831,0.9107,-0.6994,-0.6816,-0.2062,-0.0031,0,3.1537
ASU45719.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45730.1 ___spike glycoprotein,1.4941,0.0,0.2324,-0.3838,0.0,0.741,-0.6674,3.284,-0.3104,2.4624,-0.6479,0.0,-0.5965,1.0246,-0.6814,-0.6626,0.0094,-0.2622,0,3.4014
ASU45741.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45752.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45763.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45774.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45785.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45796.1 ___spike glycoprotein,3.8183,0.0,0.7722,-0.4185,0.0,0.643,-0.6862,2.9875,-0.3493,2.2676,-0.6677,0.0,-0.4831,0.883,-0.6914,-0.6648,-0.2062,-0.2959,0,3.1537
ASU45807.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6529,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9672,-0.6859,-0.6644,-0.1707,-0.2726,0,3.3393
ASU45818.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6529,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9672,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45829.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45840.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45851.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6529,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9672,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45862.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6529,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9672,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU45873.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU89921.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU89933.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU89944.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU89955.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU89966.1 ___spike glycoprotein,1.4523,0.0,0.1977,-0.4012,0.0,0.6919,-0.6768,3.1063,-0.3299,2.3934,-0.6578,0.0,-0.4582,0.9391,-0.6904,-0.6806,0.0038,-0.2749,0,3.2773
ASU89977.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU89988.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU89999.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90010.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4504,0.9961,-0.6859,-0.676,-0.1611,-0.2644,0,3.3393
ASU90021.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90032.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90043.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90054.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90065.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90076.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2644,0,3.3393
ASU90087.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90098.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90109.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90120.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90131.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90142.1 ___spike glycoprotein,1.3107,0.0,0.7196,-0.2298,0.0,1.4182,-0.6955,2.8692,-0.3686,2.1706,-0.6776,0.0,-0.3874,0.854,-0.7083,-0.6964,-0.2298,-0.1939,0,3.0304
ASU90153.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90164.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.2236,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1803,-0.2644,0,3.3393
ASU90175.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.2236,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1803,-0.2644,0,3.3393
ASU90186.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4504,0.9961,-0.6859,-0.6731,-0.1707,-0.2644,0,3.3393
ASU90197.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90208.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90219.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90230.1 ___spike glycoprotein,1.459,0.0,0.215,-0.378,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9672,-0.6859,-0.6673,-0.1707,-0.2644,0,3.3393
ASU90241.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.7541,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2644,0,0.0
ASU90252.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90263.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90274.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90285.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90295.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90307.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2726,0,3.3393
ASU90318.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90340.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90351.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90362.1 ___spike glycoprotein,1.4523,0.0,0.1977,-0.1826,0.0,0.6919,-0.6768,3.1063,-0.3299,2.3363,-0.6578,0.0,-0.4677,0.9676,-0.6904,-0.6778,-0.173,-0.2749,0,3.2773
ASU90373.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1707,-0.2726,0,3.3393
ASU90384.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90395.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1707,-0.2726,0,3.3393
ASU90406.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4715,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90417.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90428.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2726,0,3.3393
ASU90439.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2644,0,3.3393
ASU90461.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90472.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90483.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90494.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90505.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90516.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1707,-0.2644,0,3.3393
ASU90527.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2726,0,3.3393
ASU90538.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2644,0,3.3393
ASU90549.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU90560.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90571.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90582.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90593.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90604.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1611,-0.2726,0,3.3393
ASU90615.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90626.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2726,0,3.3393
ASU90637.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90648.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90659.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90670.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90681.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2644,0,3.3393
ASU90692.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90703.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90714.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90725.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1707,-0.2644,0,3.3393
ASU90736.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90747.1 ___spike glycoprotein,1.17,0.0,0.0598,-0.4701,0.0,0.4972,-0.714,2.6335,-0.407,1.9775,-0.5206,0.0,-0.529,2.5326,-0.726,-0.6341,0.1102,-0.3584,0,0.0
ASU90758.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90769.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90780.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90791.1 ___spike glycoprotein,1.3461,0.0,0.1458,0.2003,0.0,0.6186,-0.6908,2.9283,-0.3589,2.219,-0.6726,0.0,-0.4908,0.8823,-0.7038,-0.6917,-0.218,-0.007,0,3.092
ASU90802.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6673,-0.1707,-0.2726,0,3.3393
ASU90813.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90824.1 ___spike glycoprotein,1.17,0.0,0.0598,-0.4701,0.0,0.4972,-0.714,2.6335,-0.407,1.9775,-0.5206,0.0,-0.529,2.5326,-0.726,-0.6341,0.1102,-0.3584,0,0.0
ASU90835.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90846.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90857.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4715,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1707,-0.2726,0,3.3393
ASU90868.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90879.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
ASU90890.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90901.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90912.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90923.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90934.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
