Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AYW17068.1 ___nucleoprotein,0.0823,0.0571,0.4396,0.0077,0.0,0.0,0.0334,0.1314,-0.7457,0.054,0.1086,-0.5028,0.0591,0.0114,4.1735,0.0668,0.0429,0.5596,0.0437,0.0371,0.1766,0.0463,0.0257,0.7995,0.0566,0.0457,0.2371,0.126,0.0486,1.5934,0.036,0.0171,1.0994,0.0411,0.0486,-0.1532,0.0283,0.0943,-0.7001,0.0591,0.0857,-0.3102,0.0463,0.0429,0.0797,0.0488,0.0771,-0.3668,0.0334,0.0771,-0.5668,0.0848,0.0286,1.9692,0.0077,0.0029,1.6992,0.0386,0.0171,1.2494
AZK15907.1 ___nucleocapsid protein,0.0757,0.0833,-0.0919,0.0,0.0,0.0,0.0649,0.0351,0.8486,0.0324,0.0307,0.0564,0.0432,0.0263,0.6432,0.1135,0.0746,0.5224,0.0216,0.0088,1.4649,0.0378,0.0263,0.4378,0.0486,0.0877,-0.4454,0.1189,0.0132,8.0378,0.0108,0.0263,-0.5892,0.0649,0.0877,-0.2605,0.0595,0.0965,-0.3838,0.0595,0.057,0.0428,0.0486,0.0746,-0.3475,0.0216,0.1447,-0.8506,0.0486,0.0877,-0.4454,0.0432,0.0395,0.0955,0.0324,0.0,0.0,0.0541,0.0,0.0
BAB69003.1 ___nucleoprotein,0.0877,0.0726,0.2084,0.0071,0.0,0.0,0.0498,0.123,-0.5955,0.0545,0.1136,-0.5201,0.0521,0.0095,4.5087,0.064,0.041,0.5602,0.0427,0.0315,0.3521,0.0498,0.041,0.2135,0.045,0.0347,0.2975,0.128,0.0599,1.1349,0.0284,0.0063,3.5071,0.0521,0.0599,-0.1302,0.0284,0.0915,-0.6892,0.0616,0.082,-0.2488,0.0379,0.0757,-0.4992,0.0403,0.0883,-0.5439,0.0427,0.0442,-0.0342,0.0711,0.0126,4.6339,0.0095,0.0,0.0,0.0474,0.0126,2.7559
NP_066243.1 ___nucleoprotein,0.0823,0.06,0.371,0.0077,0.0,0.0,0.0334,0.1314,-0.7457,0.054,0.1086,-0.5028,0.0591,0.0086,5.898,0.0668,0.0429,0.5596,0.0437,0.0371,0.1766,0.0463,0.0314,0.4723,0.0566,0.0457,0.2371,0.126,0.0514,1.4493,0.036,0.0171,1.0994,0.0411,0.0486,-0.1532,0.0283,0.0886,-0.6807,0.0591,0.0857,-0.3102,0.0463,0.0429,0.0797,0.0488,0.0829,-0.4105,0.0334,0.0714,-0.5321,0.0848,0.0257,2.2991,0.0077,0.0029,1.6992,0.0386,0.0171,1.2494
NP_690580.1 ___nucleoprotein,0.0875,0.0728,0.2018,0.0071,0.0,0.0,0.0496,0.1203,-0.5872,0.0544,0.1139,-0.5227,0.0544,0.0063,7.591,0.0638,0.0475,0.3447,0.0426,0.0316,0.3447,0.0496,0.038,0.3073,0.0473,0.0348,0.3583,0.1277,0.0633,1.017,0.0284,0.0095,1.9882,0.0496,0.0601,-0.1743,0.0284,0.0886,-0.6798,0.0615,0.0823,-0.253,0.0378,0.0728,-0.4803,0.0402,0.0854,-0.5296,0.0426,0.0443,-0.0395,0.0709,0.0127,4.6028,0.0095,0.0032,1.9882,0.0473,0.0127,2.7352
QAT98503.1 ___nucleoprotein,0.0803,0.0822,-0.0224,0.0078,0.0,0.0,0.0389,0.1246,-0.6882,0.0518,0.102,-0.4919,0.057,0.0142,3.0238,0.0674,0.0453,0.4861,0.0466,0.0397,0.1758,0.0648,0.0227,1.8578,0.0389,0.0368,0.0552,0.114,0.0623,0.829,0.0363,0.0113,2.2008,0.0466,0.0453,0.0288,0.0389,0.0737,-0.4724,0.0622,0.0708,-0.1221,0.0466,0.0595,-0.2161,0.0518,0.0822,-0.3693,0.0311,0.0737,-0.5779,0.0699,0.0312,1.2447,0.0078,0.0028,1.7435,0.0415,0.0198,1.0903
QBM11743.1 ___nucleocapsid,0.0749,0.0841,-0.1095,0.0,0.0,0.0,0.0642,0.0354,0.8128,0.0321,0.031,0.0359,0.0428,0.0265,0.6114,0.1123,0.0752,0.4929,0.0214,0.0088,1.4171,0.0428,0.0265,0.6114,0.0481,0.0885,-0.4561,0.1176,0.0177,5.6471,0.016,0.0177,-0.0936,0.0588,0.0885,-0.3353,0.0642,0.0973,-0.3408,0.0588,0.0575,0.0226,0.0481,0.0752,-0.3602,0.0214,0.1372,-0.8441,0.0481,0.0929,-0.482,0.0428,0.0398,0.0743,0.0321,0.0,0.0,0.0535,0.0,0.0
QBM11755.1 ___nucleocapsid,0.0749,0.0841,-0.1095,0.0,0.0,0.0,0.0642,0.0354,0.8128,0.0321,0.031,0.0359,0.0428,0.0265,0.6114,0.1123,0.0752,0.4929,0.0214,0.0088,1.4171,0.0428,0.0265,0.6114,0.0481,0.0885,-0.4561,0.1176,0.0177,5.6471,0.016,0.0177,-0.0936,0.0588,0.0885,-0.3353,0.0642,0.0973,-0.3408,0.0588,0.0575,0.0226,0.0481,0.0752,-0.3602,0.0214,0.1372,-0.8441,0.0481,0.0929,-0.482,0.0428,0.0398,0.0743,0.0321,0.0,0.0,0.0535,0.0,0.0
QCF40464.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40473.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40482.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40491.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40500.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40509.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40527.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40536.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCF40545.1 ___nucleoprotein,0.0814,0.0578,0.4087,0.0076,0.0,0.0,0.0331,0.1329,-0.7512,0.056,0.1069,-0.4765,0.0585,0.0087,5.7498,0.0662,0.0434,0.526,0.0433,0.0376,0.1513,0.0458,0.0289,0.5847,0.056,0.0462,0.2106,0.1272,0.0491,1.5894,0.0356,0.0173,1.0543,0.0407,0.052,-0.2174,0.028,0.0925,-0.6974,0.0585,0.0867,-0.325,0.0458,0.0434,0.0565,0.0509,0.078,-0.3478,0.0356,0.0723,-0.507,0.084,0.026,2.2282,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QCI31476.1 ___nucleocapsid protein,0.0745,0.0844,-0.1181,0.0,0.0044,-1.0,0.0638,0.0356,0.7952,0.0319,0.0311,0.0258,0.0426,0.0267,0.5957,0.117,0.0667,0.7553,0.0213,0.0089,1.3936,0.0372,0.0267,0.3963,0.0479,0.0889,-0.4614,0.1223,0.0133,8.1755,0.0106,0.0222,-0.5213,0.0638,0.0889,-0.2819,0.0638,0.0978,-0.3472,0.0585,0.0578,0.0127,0.0479,0.0756,-0.3664,0.0213,0.1378,-0.8456,0.0479,0.0933,-0.4871,0.0426,0.04,0.0638,0.0319,0.0,0.0,0.0532,0.0,0.0
QCI31487.1 ___nucleocapsid protein,0.0802,0.0796,0.0071,0.0,0.0,0.0,0.0588,0.0354,0.6618,0.0321,0.031,0.0359,0.0428,0.0265,0.6114,0.1123,0.0752,0.4929,0.0267,0.0088,2.0214,0.0374,0.0265,0.41,0.0481,0.0885,-0.4561,0.1176,0.0177,5.6471,0.0107,0.0221,-0.5166,0.0642,0.0885,-0.2749,0.0642,0.0973,-0.3408,0.0588,0.0575,0.0226,0.0481,0.0752,-0.3602,0.0214,0.1372,-0.8441,0.0481,0.0929,-0.482,0.0428,0.0398,0.0743,0.0321,0.0,0.0,0.0535,0.0,0.0
QCQ29082.1 ___nucleoprotein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
QDP16202.1 ___nucleoprotein,0.0699,0.0881,-0.2067,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0705,0.6018,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.022,4.3699,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0925,-0.3026,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.141,-0.8474,0.0484,0.0925,-0.477,0.0484,0.0352,0.373,0.0323,0.0,0.0,0.0538,0.0,0.0
QDP16213.1 ___nucleoprotein,0.0699,0.0881,-0.2067,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0705,0.6018,0.0215,0.0088,1.4409,0.0376,0.0308,0.2204,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0699,0.0969,-0.2788,0.0591,0.0573,0.0327,0.043,0.0749,-0.4257,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.0484,0.0352,0.373,0.0323,0.0,0.0,0.0538,0.0,0.0
QEU56413.1 ___nucleoprotein,0.084,0.0549,0.5291,0.0076,0.0,0.0,0.0356,0.1329,-0.7321,0.0534,0.1069,-0.5003,0.0585,0.0087,5.7498,0.0687,0.0462,0.4857,0.0433,0.0318,0.3606,0.0458,0.026,0.7608,0.0534,0.0434,0.2326,0.1247,0.052,1.3967,0.0382,0.0145,1.6412,0.0433,0.0462,-0.0646,0.028,0.0896,-0.6876,0.0585,0.0867,-0.325,0.0483,0.0462,0.0455,0.0458,0.0809,-0.434,0.0331,0.0838,-0.6053,0.084,0.0289,1.9053,0.0076,0.0029,1.6412,0.0382,0.0173,1.201
QGW51905.1 ___nucleoprotein,0.0753,0.0881,-0.1457,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0352,0.2204,0.0323,0.0,0.0,0.0538,0.0,0.0
QGW51916.1 ___nucleoprotein,0.0753,0.0881,-0.1457,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0352,0.2204,0.0323,0.0,0.0,0.0538,0.0,0.0
QGW51927.1 ___nucleoprotein,0.0753,0.0881,-0.1457,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0308,0.3948,0.1129,0.0705,0.6018,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0352,0.2204,0.0323,0.0,0.0,0.0538,0.0,0.0
QGX74968.1 ___nucleoprotein,0.0585,0.0595,-0.0173,0.0084,0.0,0.0,0.0418,0.1012,-0.5871,0.0501,0.1071,-0.532,0.0446,0.0298,0.4975,0.0669,0.0268,1.4958,0.039,0.0208,0.8719,0.0696,0.0417,0.6713,0.0529,0.0357,0.4819,0.1309,0.0744,0.7596,0.0028,0.0119,-0.766,0.0529,0.0476,0.1114,0.0306,0.0982,-0.688,0.0529,0.0833,-0.3649,0.039,0.0565,-0.3104,0.0669,0.1012,-0.3393,0.0696,0.0417,0.6713,0.0836,0.0446,0.8719,0.0056,0.003,0.8719,0.0334,0.0149,1.2462
QGX74975.1 ___nucleoprotein,0.0585,0.0595,-0.0173,0.0084,0.0,0.0,0.0418,0.1012,-0.5871,0.0501,0.1071,-0.532,0.0446,0.0298,0.4975,0.0669,0.0268,1.4958,0.039,0.0208,0.8719,0.0696,0.0417,0.6713,0.0529,0.0357,0.4819,0.1309,0.0744,0.7596,0.0028,0.0119,-0.766,0.0529,0.0476,0.1114,0.0306,0.0982,-0.688,0.0529,0.0833,-0.3649,0.039,0.0565,-0.3104,0.0669,0.1012,-0.3393,0.0696,0.0417,0.6713,0.0836,0.0446,0.8719,0.0056,0.003,0.8719,0.0334,0.0149,1.2462
QGX74982.1 ___nucleoprotein,0.0585,0.0595,-0.0173,0.0084,0.0,0.0,0.0418,0.1012,-0.5871,0.0501,0.1071,-0.532,0.0446,0.0298,0.4975,0.0669,0.0268,1.4958,0.039,0.0208,0.8719,0.0696,0.0417,0.6713,0.0529,0.0357,0.4819,0.1309,0.0744,0.7596,0.0028,0.0119,-0.766,0.0529,0.0476,0.1114,0.0306,0.0982,-0.688,0.0529,0.0833,-0.3649,0.039,0.0565,-0.3104,0.0669,0.1012,-0.3393,0.0696,0.0417,0.6713,0.0836,0.0446,0.8719,0.0056,0.003,0.8719,0.0334,0.0149,1.2462
QGX74989.1 ___nucleoprotein,0.0585,0.0595,-0.0173,0.0084,0.0,0.0,0.0418,0.1012,-0.5871,0.0501,0.1071,-0.532,0.0446,0.0298,0.4975,0.0669,0.0268,1.4958,0.039,0.0208,0.8719,0.0696,0.0417,0.6713,0.0529,0.0357,0.4819,0.1309,0.0744,0.7596,0.0028,0.0119,-0.766,0.0529,0.0476,0.1114,0.0306,0.0982,-0.688,0.0529,0.0833,-0.3649,0.039,0.0565,-0.3104,0.0669,0.1012,-0.3393,0.0696,0.0417,0.6713,0.0836,0.0446,0.8719,0.0056,0.003,0.8719,0.0334,0.0149,1.2462
QIC36345.1 ___nucleoprotein,0.058,0.0601,-0.0341,0.0083,0.0,0.0,0.0414,0.1021,-0.5942,0.0497,0.1081,-0.5401,0.0442,0.027,0.6354,0.0663,0.027,1.453,0.0387,0.021,0.8398,0.0718,0.042,0.7084,0.0525,0.036,0.4565,0.1298,0.0751,0.7294,0.0028,0.012,-0.77,0.0525,0.048,0.0924,0.0359,0.0961,-0.6263,0.0525,0.0841,-0.3758,0.0387,0.0571,-0.3222,0.0691,0.0961,-0.2813,0.0691,0.045,0.5331,0.0801,0.045,0.7785,0.0055,0.003,0.8398,0.0331,0.015,1.2077
QJX19871.1 ___nucleocapsid,0.0757,0.0877,-0.1373,0.0,0.0,0.0,0.0649,0.0351,0.8486,0.0324,0.0307,0.0564,0.0432,0.0263,0.6432,0.1135,0.0746,0.5224,0.0216,0.0088,1.4649,0.0378,0.0263,0.4378,0.0486,0.0877,-0.4454,0.1189,0.0132,8.0378,0.0108,0.0263,-0.5892,0.0649,0.0877,-0.2605,0.0595,0.1009,-0.4106,0.0595,0.057,0.0428,0.0486,0.0746,-0.3475,0.0216,0.136,-0.841,0.0486,0.0921,-0.4718,0.0432,0.0351,0.2324,0.0324,0.0,0.0,0.0541,0.0,0.0
QJX19881.1 ___nucleocapsid,0.0757,0.0877,-0.1373,0.0,0.0,0.0,0.0649,0.0351,0.8486,0.0324,0.0307,0.0564,0.0432,0.0263,0.6432,0.1135,0.0746,0.5224,0.0216,0.0088,1.4649,0.0378,0.0263,0.4378,0.0486,0.0877,-0.4454,0.1189,0.0132,8.0378,0.0108,0.0263,-0.5892,0.0649,0.0877,-0.2605,0.0595,0.1009,-0.4106,0.0595,0.057,0.0428,0.0486,0.0746,-0.3475,0.0216,0.136,-0.841,0.0486,0.0921,-0.4718,0.0432,0.0351,0.2324,0.0324,0.0,0.0,0.0541,0.0,0.0
QJX19891.1 ___nucleocapsid,0.0753,0.0881,-0.1457,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0352,0.2204,0.0323,0.0,0.0,0.0538,0.0,0.0
QJX19901.1 ___nucleocapsid,0.0757,0.0877,-0.1373,0.0,0.0,0.0,0.0649,0.0351,0.8486,0.0324,0.0307,0.0564,0.0432,0.0263,0.6432,0.1135,0.0746,0.5224,0.0216,0.0088,1.4649,0.0378,0.0263,0.4378,0.0486,0.0877,-0.4454,0.1189,0.0132,8.0378,0.0108,0.0263,-0.5892,0.0649,0.0877,-0.2605,0.0595,0.1009,-0.4106,0.0595,0.057,0.0428,0.0486,0.0746,-0.3475,0.0216,0.136,-0.841,0.0486,0.0921,-0.4718,0.0432,0.0351,0.2324,0.0324,0.0,0.0,0.0541,0.0,0.0
QJX19911.1 ___nucleocapsid,0.0753,0.0881,-0.1457,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0352,0.2204,0.0323,0.0,0.0,0.0538,0.0,0.0
QJX19921.1 ___nucleocapsid,0.0753,0.0881,-0.1457,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0352,0.2204,0.0323,0.0,0.0,0.0538,0.0,0.0
QJX19931.1 ___nucleocapsid,0.0757,0.0877,-0.1373,0.0,0.0,0.0,0.0649,0.0351,0.8486,0.0324,0.0307,0.0564,0.0432,0.0263,0.6432,0.1135,0.0746,0.5224,0.0216,0.0088,1.4649,0.0378,0.0263,0.4378,0.0486,0.0877,-0.4454,0.1189,0.0132,8.0378,0.0108,0.0263,-0.5892,0.0649,0.0877,-0.2605,0.0595,0.1009,-0.4106,0.0595,0.057,0.0428,0.0486,0.0746,-0.3475,0.0216,0.136,-0.841,0.0486,0.0921,-0.4718,0.0432,0.0351,0.2324,0.0324,0.0,0.0,0.0541,0.0,0.0
QJX19941.1 ___nucleocapsid,0.0757,0.0877,-0.1373,0.0,0.0,0.0,0.0649,0.0351,0.8486,0.0324,0.0307,0.0564,0.0432,0.0263,0.6432,0.1135,0.0746,0.5224,0.0216,0.0088,1.4649,0.0378,0.0263,0.4378,0.0486,0.0877,-0.4454,0.1189,0.0132,8.0378,0.0108,0.0263,-0.5892,0.0649,0.0877,-0.2605,0.0595,0.1009,-0.4106,0.0595,0.057,0.0428,0.0486,0.0746,-0.3475,0.0216,0.136,-0.841,0.0486,0.0921,-0.4718,0.0432,0.0351,0.2324,0.0324,0.0,0.0,0.0541,0.0,0.0
QJX19964.1 ___nucleoprotein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
QKF93425.1 ___nucleoprotein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
