Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
AVK87369.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AVK87369.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AVK87402.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AVK87402.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AVK87413.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AVK87413.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AVK87424.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AVK87424.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AVK87446.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AVK87446.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AVK87457.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AVK87457.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AVK87468.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AVK87468.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AVQ09619.1 ___nucleoprotein,0.0859,0.0101,0.0328,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0455,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AVQ09619.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AVQ09628.1 ___nucleoprotein,0.0859,0.0101,0.0328,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0455,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AVQ09628.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AVQ09637.1 ___nucleoprotein,0.0859,0.0101,0.0328,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0455,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AVQ09637.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AVQ09646.1 ___nucleoprotein,0.0859,0.0101,0.0328,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0455,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AVQ09646.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AVQ09655.1 ___nucleoprotein,0.0859,0.0101,0.0328,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0455,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AVQ09655.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AVV61907.1 ___nucleoprotein,0.0707,0.0054,0.0598,0.0272,0.0435,0.1141,0.0217,0.038,0.0489,0.1196,0.0109,0.0652,0.0652,0.0598,0.0489,0.0217,0.0489,0.0489,0.0272,0.0543,uređen
AVV61907.1 ___nucleoprotein,0.083,0.0,0.0393,0.0349,0.0262,0.0742,0.0087,0.0262,0.0873,0.0175,0.0218,0.0873,0.0961,0.0568,0.0742,0.1354,0.0917,0.0393,0.0,0.0,neuređen
AWK96568.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AWK96568.1 ___nucleoprotein,0.0525,0.0,0.1312,0.1079,0.0087,0.0496,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AWK96577.1 ___nucleoprotein,0.0843,0.007,0.0398,0.0656,0.0492,0.0703,0.0445,0.0492,0.0515,0.1335,0.0187,0.0351,0.0304,0.0562,0.0398,0.0562,0.0422,0.082,0.0094,0.0351,uređen
AWK96577.1 ___nucleoprotein,0.0482,0.0,0.135,0.0932,0.0096,0.0675,0.0193,0.0289,0.0482,0.0643,0.0161,0.0643,0.0868,0.0643,0.0386,0.09,0.074,0.0257,0.0,0.0257,neuređen
AWK96586.1 ___nucleoprotein,0.0841,0.007,0.0397,0.0678,0.0491,0.0701,0.0444,0.0491,0.0514,0.1332,0.0187,0.0327,0.0304,0.0584,0.0374,0.0584,0.0421,0.0818,0.0093,0.035,uređen
AWK96586.1 ___nucleoprotein,0.0516,0.0,0.1355,0.0935,0.0097,0.0742,0.0194,0.0258,0.0452,0.0645,0.0161,0.0645,0.0935,0.071,0.0355,0.0774,0.0677,0.0323,0.0,0.0226,neuređen
AWK96595.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AWK96595.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0229,0.0429,0.0514,0.0171,0.0486,0.0914,0.0857,0.0457,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AWK96604.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AWK96604.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0229,0.0429,0.0514,0.0171,0.0486,0.0914,0.0857,0.0457,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AWK96613.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AWK96613.1 ___nucleoprotein,0.06,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0314,0.0457,0.0514,0.0171,0.0486,0.0886,0.0857,0.0429,0.0829,0.0714,0.0257,0.0029,0.0171,neuređen
AWK96622.1 ___nucleoprotein,0.0859,0.0078,0.0339,0.0573,0.0573,0.0625,0.0495,0.0573,0.0469,0.1094,0.0365,0.0365,0.0234,0.0703,0.0417,0.0495,0.0521,0.0781,0.0078,0.0365,uređen
AWK96622.1 ___nucleoprotein,0.0592,0.0,0.0986,0.1155,0.0113,0.0366,0.031,0.0338,0.0648,0.062,0.0085,0.0873,0.0789,0.062,0.0366,0.0901,0.0817,0.0169,0.0056,0.0197,neuređen
AWK96631.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AWK96631.1 ___nucleoprotein,0.06,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0314,0.0457,0.0514,0.0171,0.0486,0.0886,0.0857,0.0429,0.0829,0.0714,0.0257,0.0029,0.0171,neuređen
AWK96640.1 ___nucleoprotein,0.0843,0.007,0.0398,0.0656,0.0515,0.0703,0.0468,0.0492,0.0515,0.1311,0.0187,0.0351,0.0304,0.0585,0.0351,0.0562,0.0422,0.082,0.0094,0.0351,uređen
AWK96640.1 ___nucleoprotein,0.0482,0.0,0.135,0.0932,0.0096,0.0675,0.0193,0.0289,0.0482,0.0643,0.0161,0.0643,0.0804,0.0643,0.0386,0.0932,0.0772,0.0257,0.0,0.0257,neuređen
AWM99589.1 ___nucleoprotein,0.0695,0.0,0.0642,0.0321,0.0481,0.1123,0.0214,0.0374,0.0535,0.1123,0.016,0.0642,0.0642,0.0535,0.0481,0.0214,0.0481,0.0481,0.0321,0.0535,uređen
AWM99589.1 ___nucleoprotein,0.0841,0.0,0.0354,0.031,0.031,0.0752,0.0088,0.0265,0.0885,0.0177,0.0177,0.0885,0.0973,0.0575,0.0752,0.1327,0.0929,0.0398,0.0,0.0,neuređen
AWO14194.1 ___nucleoprotein,0.0583,0.0083,0.0417,0.05,0.0444,0.0667,0.0389,0.0694,0.0528,0.1306,0.0028,0.0528,0.0306,0.0528,0.0389,0.0694,0.0694,0.0833,0.0056,0.0333,uređen
AWO14194.1 ___nucleoprotein,0.0597,0.0,0.0985,0.1075,0.0269,0.0269,0.0239,0.0478,0.0358,0.0716,0.0119,0.0478,0.1015,0.0836,0.0537,0.0985,0.0418,0.0448,0.003,0.0149,neuređen
AWU50984.2 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AWU50984.2 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0114,0.0429,0.0371,0.0257,0.0457,0.0486,0.0171,0.0486,0.0943,0.0857,0.0429,0.0771,0.0771,0.0286,0.0029,0.0171,neuređen
AWU59328.1 ___nucleoprotein,0.0699,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.0484,0.0323,0.0538,uređen
AWU59328.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AWZ62324.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AWZ62324.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AXG21650.1 ___nucleoprotein,0.0699,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.0484,0.0323,0.0538,uređen
AXG21650.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AXG21661.1 ___nucleoprotein,0.0699,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.0484,0.0323,0.0538,uređen
AXG21661.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0352,0.0,0.0,neuređen
AXG21672.1 ___nucleoprotein,0.0686,0.0,0.0629,0.0343,0.04,0.1029,0.0229,0.04,0.0514,0.1143,0.0114,0.0686,0.0629,0.0571,0.0457,0.0229,0.0571,0.0457,0.0343,0.0571,uređen
AXG21672.1 ___nucleoprotein,0.0924,0.0,0.0336,0.0336,0.0294,0.0798,0.0084,0.0252,0.084,0.0252,0.021,0.084,0.0966,0.0588,0.0756,0.1303,0.084,0.0378,0.0,0.0,neuređen
AXH37624.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXH37624.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0114,0.0429,0.0371,0.0257,0.0457,0.0486,0.0171,0.0486,0.0943,0.0857,0.0429,0.0771,0.0771,0.0286,0.0029,0.0171,neuređen
AXP07378.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07378.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07387.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07387.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07396.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07396.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07405.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07405.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07414.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07414.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07423.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07423.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07432.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07432.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07441.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07441.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07450.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07450.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07459.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07459.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07468.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07468.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07477.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07477.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07486.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07486.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07495.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07495.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AXP07504.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AXP07504.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.04,0.0371,0.0229,0.0457,0.0514,0.0171,0.0486,0.0943,0.0857,0.0429,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AYI50304.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AYI50304.1 ___nucleoprotein,0.0866,0.0,0.1313,0.1015,0.006,0.0328,0.0179,0.0358,0.0567,0.0507,0.0119,0.0806,0.0925,0.0687,0.0507,0.0716,0.0627,0.0239,0.003,0.0149,neuređen
AYI50313.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AYI50313.1 ___nucleoprotein,0.0866,0.0,0.1313,0.1015,0.006,0.0328,0.0179,0.0358,0.0567,0.0507,0.0119,0.0806,0.0925,0.0687,0.0507,0.0716,0.0627,0.0239,0.003,0.0149,neuređen
AYI50379.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AYI50379.1 ___nucleoprotein,0.0866,0.0,0.1313,0.1015,0.006,0.0328,0.0179,0.0358,0.0567,0.0507,0.0119,0.0806,0.0925,0.0687,0.0507,0.0716,0.0627,0.0239,0.003,0.0149,neuređen
AYJ71477.1 ___nucleoprotein,0.0749,0.0,0.0642,0.0321,0.0481,0.1123,0.0214,0.0374,0.0481,0.1123,0.016,0.0642,0.0642,0.0588,0.0481,0.0214,0.0481,0.0428,0.0321,0.0535,uređen
AYJ71477.1 ___nucleoprotein,0.0841,0.0,0.0354,0.031,0.031,0.0752,0.0088,0.0265,0.0885,0.0177,0.0177,0.0885,0.0973,0.0575,0.0752,0.1327,0.0929,0.0398,0.0,0.0,neuređen
AYJ71488.1 ___nucleoprotein,0.0749,0.0,0.0642,0.0321,0.0481,0.1123,0.0214,0.0374,0.0481,0.1123,0.016,0.0642,0.0642,0.0588,0.0481,0.0214,0.0481,0.0428,0.0321,0.0535,uređen
AYJ71488.1 ___nucleoprotein,0.0841,0.0,0.0354,0.031,0.031,0.0752,0.0088,0.0265,0.0885,0.0177,0.0177,0.0885,0.0973,0.0575,0.0752,0.1327,0.0929,0.0398,0.0,0.0,neuređen
AYM48038.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AYM48038.1 ___nucleoprotein,0.0881,0.0,0.0352,0.0308,0.0264,0.0705,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.141,0.0925,0.0352,0.0,0.0,neuređen
AYN74046.1 ___nucleoprotein,0.0814,0.0076,0.0331,0.056,0.0585,0.0662,0.0433,0.0458,0.056,0.1272,0.0356,0.0407,0.028,0.0585,0.0458,0.0509,0.0356,0.084,0.0076,0.0382,uređen
AYN74046.1 ___nucleoprotein,0.0578,0.0,0.1329,0.1069,0.0087,0.0434,0.0376,0.0289,0.0462,0.0491,0.0173,0.052,0.0925,0.0867,0.0434,0.078,0.0723,0.026,0.0029,0.0173,neuređen
AYN74055.1 ___nucleoprotein,0.0814,0.0076,0.0331,0.056,0.0585,0.0662,0.0433,0.0458,0.056,0.1272,0.0356,0.0407,0.028,0.0585,0.0458,0.0509,0.0356,0.084,0.0076,0.0382,uređen
AYN74055.1 ___nucleoprotein,0.0578,0.0,0.1329,0.1069,0.0087,0.0434,0.0376,0.0289,0.0462,0.0491,0.0173,0.052,0.0925,0.0867,0.0434,0.078,0.0723,0.026,0.0029,0.0173,neuređen
AYN74064.1 ___nucleoprotein,0.0814,0.0076,0.0331,0.056,0.0585,0.0662,0.0433,0.0458,0.056,0.1272,0.0356,0.0407,0.028,0.0585,0.0458,0.0509,0.0356,0.084,0.0076,0.0382,uređen
AYN74064.1 ___nucleoprotein,0.0578,0.0,0.1329,0.1069,0.0087,0.0434,0.0376,0.0289,0.0462,0.0491,0.0173,0.052,0.0925,0.0867,0.0434,0.078,0.0723,0.026,0.0029,0.0173,neuređen
AYN74073.1 ___nucleoprotein,0.0814,0.0076,0.0331,0.056,0.0585,0.0662,0.0433,0.0458,0.056,0.1272,0.0356,0.0407,0.028,0.0585,0.0458,0.0509,0.0356,0.084,0.0076,0.0382,uređen
AYN74073.1 ___nucleoprotein,0.0578,0.0,0.1329,0.1069,0.0087,0.0434,0.0376,0.0289,0.0462,0.0491,0.0173,0.052,0.0925,0.0867,0.0434,0.078,0.0723,0.026,0.0029,0.0173,neuređen
AYN74082.1 ___nucleoprotein,0.0814,0.0076,0.0331,0.056,0.0585,0.0662,0.0433,0.0458,0.056,0.1272,0.0356,0.0407,0.028,0.0585,0.0458,0.0509,0.0356,0.084,0.0076,0.0382,uređen
AYN74082.1 ___nucleoprotein,0.0578,0.0,0.1329,0.1069,0.0087,0.0434,0.0376,0.0289,0.0462,0.0491,0.0173,0.052,0.0925,0.0867,0.0434,0.078,0.0723,0.026,0.0029,0.0173,neuređen
