Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
AVQ09658.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.02,0.075,0.075,0.04,0.03,0.15,0.14,0.04,0,0.01,neuređen
AVV61900.1 ___spike glycoprotein,0.0672,0.0321,0.0493,0.0328,0.0555,0.0696,0.0133,0.0571,0.0367,0.093,0.0141,0.0602,0.043,0.0539,0.0297,0.0899,0.0665,0.0696,0.0078,0.0586,uređen
AVV61900.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AWK96571.1 ___spike glycoprotein,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0861,0.0588,0.0294,0.0294,uređen
AWK96571.1 ___spike glycoprotein,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AWK96580.1 ___spike glycoprotein,0.0704,0.0235,0.0426,0.0469,0.049,0.0789,0.0256,0.0832,0.0448,0.0981,0.0043,0.0661,0.0426,0.0405,0.0426,0.0426,0.0896,0.0469,0.0299,0.032,uređen
AWK96580.1 ___spike glycoprotein,0.0242,0.0097,0.0483,0.0918,0.0048,0.0531,0.0048,0.029,0.0338,0.087,0.0242,0.0435,0.1014,0.0435,0.058,0.1353,0.1594,0.0386,0,0.0097,neuređen
AWK96589.1 ___spike glycoprotein,0.0702,0.0234,0.0447,0.0489,0.0489,0.0809,0.0277,0.0872,0.0404,0.0957,0.0064,0.0638,0.0426,0.0426,0.0426,0.0426,0.0851,0.0447,0.0298,0.0319,uređen
AWK96589.1 ___spike glycoprotein,0.0485,0.0097,0.0388,0.0825,0.0049,0.0631,0.0097,0.034,0.0388,0.0728,0.0146,0.0388,0.1262,0.0388,0.0631,0.1311,0.1456,0.034,0,0.0049,neuređen
AWK96598.1 ___spike glycoprotein,0.0671,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0881,0.0545,0.0294,0.0294,uređen
AWK96598.1 ___spike glycoprotein,0.0905,0,0.0553,0.0653,0.0101,0.0503,0.0503,0.0201,0.0352,0.0402,0.0151,0.0704,0.0804,0.0402,0.0352,0.1407,0.1558,0.0402,0,0.005,neuređen
AWK96607.1 ___spike glycoprotein,0.0671,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0881,0.0545,0.0294,0.0294,uređen
AWK96607.1 ___spike glycoprotein,0.0905,0,0.0553,0.0653,0.0101,0.0503,0.0503,0.0201,0.0352,0.0402,0.0151,0.0704,0.0804,0.0402,0.0352,0.1407,0.1558,0.0402,0,0.005,neuređen
AWK96616.1 ___spike glycoprotein,0.0638,0.0247,0.0494,0.0514,0.0576,0.0885,0.0165,0.0761,0.0473,0.0926,0.0021,0.0473,0.0432,0.0391,0.0576,0.0391,0.0905,0.0556,0.0288,0.0288,uređen
AWK96616.1 ___spike glycoprotein,0.0895,0,0.0579,0.0579,0.0105,0.0526,0.0526,0.0211,0.0368,0.0316,0.0158,0.0737,0.0737,0.0421,0.0263,0.1526,0.1579,0.0421,0,0.0053,neuređen
AWK96625.1 ___spike glycoprotein,0.0617,0.0264,0.0463,0.0485,0.0617,0.0793,0.0198,0.0749,0.0507,0.0947,0.0044,0.0661,0.0419,0.0308,0.0463,0.0352,0.0903,0.0617,0.0308,0.0286,uređen
AWK96625.1 ___spike glycoprotein,0.0586,0,0.0405,0.0676,0.0135,0.0495,0.0405,0.027,0.036,0.0541,0.0225,0.045,0.1351,0.0495,0.0315,0.1126,0.1622,0.0541,0,0,neuređen
AWK96634.1 ___spike glycoprotein,0.0638,0.0247,0.0494,0.0514,0.0576,0.0885,0.0165,0.0761,0.0473,0.0926,0.0021,0.0473,0.0473,0.0391,0.0576,0.035,0.0905,0.0556,0.0288,0.0288,uređen
AWK96634.1 ___spike glycoprotein,0.0895,0,0.0579,0.0579,0.0105,0.0526,0.0526,0.0211,0.0368,0.0316,0.0158,0.0737,0.0737,0.0421,0.0263,0.1526,0.1579,0.0421,0,0.0053,neuređen
AWK96643.1 ___spike glycoprotein,0.0707,0.0236,0.0428,0.0471,0.0493,0.0792,0.0257,0.0835,0.045,0.0985,0.0043,0.0642,0.0428,0.0407,0.0428,0.0428,0.0878,0.0471,0.03,0.0321,uređen
AWK96643.1 ___spike glycoprotein,0.0239,0.0096,0.0478,0.0909,0.0048,0.0478,0.0048,0.0287,0.0335,0.0861,0.0239,0.0478,0.1053,0.0431,0.0622,0.1292,0.1627,0.0383,0,0.0096,neuređen
AWM99582.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
AWM99582.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AWU50990.2 ___spike glycoprotein,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AWU50990.2 ___spike glycoprotein,0.1,0,0.055,0.065,0.01,0.05,0.045,0.02,0.04,0.03,0.02,0.07,0.085,0.04,0.03,0.15,0.145,0.035,0,0.01,neuređen
AWU59321.1 ___spike glycoprotein,0.0669,0.0327,0.0498,0.0327,0.0553,0.0693,0.0132,0.056,0.0366,0.0926,0.014,0.0599,0.0436,0.0537,0.0311,0.0895,0.0685,0.0693,0.007,0.0584,uređen
AWU59321.1 ___spike glycoprotein,0.0294,0,0.0294,0.0588,0,0.0441,0.0441,0.0147,0.0588,0.0294,0.0441,0,0.0882,0.0294,0.0735,0.2647,0.0735,0.1029,0,0.0147,neuređen
AWZ62327.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AWZ62327.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AXG21643.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
AXG21643.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AXG21654.1 ___spike glycoprotein,0.0669,0.0327,0.0498,0.0327,0.0553,0.0693,0.0132,0.056,0.0366,0.0926,0.014,0.0599,0.0436,0.0537,0.0311,0.0903,0.0677,0.0693,0.007,0.0584,uređen
AXG21654.1 ___spike glycoprotein,0.0294,0,0.0294,0.0588,0,0.0441,0.0441,0.0147,0.0588,0.0294,0.0441,0,0.0882,0.0294,0.0735,0.2647,0.0735,0.1029,0,0.0147,neuređen
AXG21665.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
AXG21665.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AXH37629.1 ___spike glycoprotein,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AXH37629.1 ___spike glycoprotein,0.095,0,0.055,0.065,0.01,0.05,0.045,0.02,0.04,0.03,0.02,0.07,0.085,0.04,0.03,0.15,0.15,0.035,0,0.01,neuređen
AXP07381.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07381.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07390.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07390.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07399.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07399.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07408.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07408.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07417.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07417.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07426.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07426.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07435.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07435.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07444.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07444.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07453.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07453.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07462.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07462.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07471.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07471.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07480.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07480.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07489.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07489.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AXP07498.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07498.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0653,0.0804,0.0402,0.0352,0.1407,0.1658,0.0402,0,0.005,neuređen
AXP07507.1 ___virion spike glycoprotein precursor,0.065,0.0252,0.0503,0.0482,0.0566,0.0901,0.0168,0.0776,0.0482,0.0922,0.0021,0.0482,0.044,0.0398,0.0566,0.0356,0.0901,0.0545,0.0294,0.0294,uređen
AXP07507.1 ___virion spike glycoprotein precursor,0.0804,0,0.0503,0.0653,0.0101,0.0553,0.0503,0.0201,0.0352,0.0402,0.0201,0.0704,0.0804,0.0402,0.0352,0.1407,0.1608,0.0402,0,0.005,neuređen
AYI50307.1 ___spike glycoprotein,0.0565,0.0261,0.0478,0.0522,0.0609,0.0739,0.0239,0.0696,0.05,0.0913,0.0043,0.0565,0.05,0.0348,0.0457,0.037,0.0913,0.0674,0.0304,0.0304,uređen
AYI50307.1 ___spike glycoprotein,0.037,0,0.0556,0.0648,0.0046,0.0278,0.0417,0.0324,0.0139,0.0463,0.0185,0.0787,0.1528,0.0463,0.0648,0.088,0.1806,0.0417,0,0.0046,neuređen
AYI50316.1 ___spike glycoprotein,0.0565,0.0261,0.0478,0.0522,0.0609,0.0739,0.0239,0.0696,0.05,0.0913,0.0043,0.0565,0.05,0.0348,0.0457,0.037,0.0913,0.0674,0.0304,0.0304,uređen
AYI50316.1 ___spike glycoprotein,0.037,0,0.0556,0.0648,0.0046,0.0278,0.0417,0.0324,0.0139,0.0463,0.0185,0.0787,0.1574,0.0463,0.0648,0.0833,0.1806,0.0417,0,0.0046,neuređen
AYI50382.1 ___spike glycoprotein,0.0565,0.0261,0.0478,0.0522,0.0609,0.0739,0.0239,0.0696,0.05,0.0913,0.0043,0.0565,0.05,0.0348,0.0457,0.037,0.0913,0.0674,0.0304,0.0304,uređen
AYI50382.1 ___spike glycoprotein,0.037,0,0.0556,0.0648,0.0046,0.0278,0.0417,0.0324,0.0139,0.0463,0.0185,0.0787,0.1528,0.0463,0.0648,0.088,0.1806,0.0417,0,0.0046,neuređen
AYJ71470.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0594,0.0438,0.0532,0.0305,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
AYJ71470.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AYJ71481.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0532,0.0305,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
AYJ71481.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AYM48030.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0571,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0665,0.0696,0.0078,0.0586,uređen
AYM48030.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AYN74049.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74049.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74058.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74058.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74067.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74067.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74076.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74076.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74085.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74085.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74094.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74094.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74103.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74103.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74112.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74112.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74121.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74121.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74130.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74130.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74139.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74139.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74148.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74148.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74157.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74157.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74175.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74175.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.035,0.035,0.015,0.07,0.08,0.04,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYN74184.1 ___virion spike glycoprotein precursor,0.0651,0.0252,0.0504,0.0483,0.0567,0.0882,0.0168,0.0777,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0903,0.0546,0.0294,0.0294,uređen
AYN74184.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.055,0.05,0.02,0.03,0.035,0.015,0.07,0.08,0.045,0.035,0.145,0.16,0.035,0,0.005,neuređen
AYO86699.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
AYO86699.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
AYP10298.1 ___spike glycoprotein,0.0679,0.0328,0.0499,0.0328,0.0554,0.0694,0.0133,0.0562,0.0367,0.092,0.014,0.0601,0.0437,0.053,0.0304,0.0897,0.0671,0.0694,0.0078,0.0585,uređen
AYP10298.1 ___spike glycoprotein,0.0141,0,0.0282,0.0563,0,0.0423,0.0423,0.0141,0.0563,0.0282,0.0423,0,0.0845,0.0282,0.0986,0.2676,0.0845,0.0986,0,0.0141,neuređen
AYV64549.1 ___spike glycoprotein,0.0679,0.0328,0.0499,0.0328,0.0554,0.0694,0.0133,0.0562,0.0367,0.092,0.014,0.0601,0.0437,0.053,0.0304,0.0897,0.0671,0.0694,0.0078,0.0585,uređen
AYV64549.1 ___spike glycoprotein,0.0141,0,0.0282,0.0563,0,0.0423,0.0423,0.0141,0.0563,0.0282,0.0423,0,0.0845,0.0282,0.0986,0.2676,0.0845,0.0986,0,0.0141,neuređen
