Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AYN74147.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
AYN74156.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
AYN74165.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
AYN74174.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
AYN74183.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
AYO86705.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
AYP10304.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
AYV64555.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
AYV64566.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
AYW17070.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0597,0.048,0.2438,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0398,0.12,-0.6683,0.0846,0.072,0.1747,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
AZK15906.1 ___membrane protein,0.0813,0.1,-0.1866,0.0096,0.0,0.0,0.0287,0.0,0.0,0.0239,0.0,0.0,0.0431,0.0,0.0,0.0526,0.0,0.0,0.0144,0.1,-0.8565,0.0957,0.0,0.0,0.0335,0.0,0.0,0.0909,0.2,-0.5455,0.0431,0.2,-0.7847,0.0431,0.1,-0.5694,0.0431,0.0,0.0,0.0239,0.0,0.0,0.0383,0.1,-0.6172,0.1005,0.1,0.0048,0.0622,0.1,-0.378,0.0909,0.0,0.0,0.0335,0.0,0.0,0.0478,0.0,0.0
BAB69005.1 ___matrix protein,0.0656,0.0805,-0.185,0.0041,0.0115,-0.6434,0.0533,0.092,-0.4206,0.0205,0.0115,0.7828,0.0287,0.0,0.0,0.0533,0.069,-0.2275,0.0123,0.069,-0.8217,0.1066,0.0115,8.2705,0.0492,0.0805,-0.3888,0.1352,0.0345,2.9221,0.0205,0.0345,-0.4057,0.0369,0.0345,0.0697,0.1107,0.1379,-0.1977,0.0451,0.0345,0.3074,0.0328,0.0345,-0.0492,0.0451,0.1379,-0.6732,0.0656,0.046,0.4262,0.082,0.0575,0.4262,0.0082,0.0,0.0,0.0246,0.023,0.0697
NP_066245.1 ___matrix protein,0.0647,0.072,-0.1017,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
NP_690582.1 ___matrix protein,0.0675,0.0745,-0.0934,0.0042,0.0106,-0.6034,0.0506,0.0851,-0.4051,0.0211,0.0106,0.9831,0.0295,0.0,0.0,0.0464,0.0851,-0.4546,0.0127,0.0638,-0.8017,0.1013,0.0106,8.519,0.038,0.0957,-0.6034,0.1392,0.0319,3.3629,0.0211,0.0319,-0.339,0.038,0.0426,-0.1076,0.1139,0.1383,-0.1762,0.0464,0.0319,0.4543,0.0338,0.0319,0.0577,0.0422,0.1277,-0.6695,0.0759,0.0532,0.4278,0.0844,0.0532,0.5865,0.0084,0.0,0.0,0.0253,0.0213,0.1899
QCF40466.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40475.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40484.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40493.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40502.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40511.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40529.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40538.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCF40547.1 ___matrix protein,0.0697,0.072,-0.0326,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0348,0.064,-0.4558,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0846,0.08,0.0572,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QCI31475.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QCI31486.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QCQ29081.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QDC12557.1 ___matrix protein,0.0614,0.0714,-0.1404,0.0044,0.0102,-0.5702,0.0614,0.051,0.2035,0.0175,0.0306,-0.4269,0.0395,0.0,0.0,0.0526,0.0816,-0.3553,0.0263,0.0204,0.2895,0.0877,0.0408,1.1491,0.0614,0.0612,0.0029,0.1316,0.051,1.5789,0.0263,0.051,-0.4842,0.0307,0.0408,-0.2478,0.1053,0.1224,-0.1404,0.0526,0.0306,0.7193,0.0219,0.051,-0.5702,0.0439,0.1327,-0.6694,0.0702,0.0714,-0.0175,0.0746,0.051,0.4614,0.0088,0.0,0.0,0.0219,0.0306,-0.2836
QDP16201.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QDP16212.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QEU56415.1 ___matrix protein VP40,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
QGW51904.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QGW51915.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QGW51926.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19872.1 ___membrane protein,0.0817,0.0909,-0.101,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19882.1 ___membrane protein,0.0817,0.0909,-0.101,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19892.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19902.1 ___membrane protein,0.0817,0.0909,-0.101,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19912.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19922.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19932.1 ___membrane protein,0.0817,0.0909,-0.101,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19942.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QJX19963.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QKF93424.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
QKX95941.1 ___membrane protein,0.0861,0.1,-0.1388,0.0096,0.0,0.0,0.0287,0.0,0.0,0.0239,0.0,0.0,0.0478,0.0,0.0,0.0526,0.0,0.0,0.0144,0.0,0.0,0.0861,0.1,-0.1388,0.0335,0.0,0.0,0.0909,0.2,-0.5455,0.0431,0.2,-0.7847,0.0431,0.0,0.0,0.0478,0.0,0.0,0.0239,0.1,-0.7608,0.0383,0.1,-0.6172,0.0909,0.1,-0.0909,0.0622,0.1,-0.378,0.0957,0.0,0.0,0.0335,0.0,0.0,0.0478,0.0,0.0
