Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
WGV39716.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39725.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39734.1 ___nucleoprotein,0.51691,0.48309,51.69%,48.31%,-0.0654
WGV39743.1 ___nucleoprotein,0.51691,0.48309,51.69%,48.31%,-0.0654
WGV39752.1 ___nucleoprotein,0.51691,0.48309,51.69%,48.31%,-0.0654
WGV39761.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39770.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39779.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39788.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39797.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39806.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39815.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39824.1 ___nucleoprotein,0.53451,0.46549,53.45%,46.55%,-0.1291
WGV39833.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39842.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
WGV39851.1 ___nucleoprotein,0.55074,0.44926,55.07%,44.93%,-0.1843
WGV39860.1 ___nucleoprotein,0.55074,0.44926,55.07%,44.93%,-0.1843
YP_003815423.1 ___nucleoprotein,0.51962,0.48038,51.96%,48.04%,-0.0755
YP_003815432.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
YP_009513274.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
YP_138520.1 ___nucleoprotein,0.57995,0.42005,57.99%,42.01%,-0.2757
