Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
ASU91225.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91225.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91236.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91236.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91247.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91247.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91257.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91257.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91268.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91268.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91279.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91279.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91290.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91290.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91300.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91300.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91310.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91310.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91320.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91320.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASU91330.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ASU91330.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ASV62106.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62106.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62115.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62115.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62124.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62124.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62133.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62133.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62142.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62142.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62151.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62151.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62160.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62160.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62169.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62169.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62193.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62193.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62211.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62211.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62220.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62220.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62229.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62229.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62238.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62238.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ASV62261.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ASV62261.1 ___matrix protein VP40,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ATQ39392.1 ___membrane protein,0.0722,0.0103,0.0258,0.0155,0.0464,0.0619,0.0103,0.0928,0.0361,0.0876,0.0412,0.0464,0.0412,0.0309,0.0361,0.0928,0.0567,0.1031,0.0361,0.0567,uređen
ATQ39392.1 ___membrane protein,0.12,0.0,0.04,0.08,0.0,0.0,0.0,0.04,0.0,0.16,0.08,0.04,0.08,0.04,0.08,0.12,0.12,0.0,0.0,0.0,neuređen
ATY51098.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ATY51098.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ATY51107.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ATY51107.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ATY51116.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ATY51116.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ATY51125.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ATY51125.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ATY51134.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ATY51134.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ATY51143.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ATY51143.1 ___matrix protein,0.072,0.0,0.048,0.04,0.016,0.08,0.024,0.072,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ATY74387.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.101,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0577,0.0913,0.0337,0.0481,uređen
ATY74387.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ATY74398.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ATY74398.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ATY74409.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ATY74409.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ATY74420.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ATY74420.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AUM60020.1 ___membrane protein,0.069,0.0099,0.0246,0.0197,0.0345,0.0542,0.0099,0.0887,0.0345,0.0936,0.0345,0.0493,0.0493,0.0394,0.0394,0.0936,0.0542,0.1182,0.0345,0.0493,uređen
AUM60020.1 ___membrane protein,0.1333,0.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.0,0.2667,0.0667,0.0667,0.0,0.0667,0.0667,0.0667,0.1333,0.0,0.0,0.0,neuređen
AUM60030.1 ___membrane protein,0.0739,0.0099,0.0246,0.0197,0.0345,0.0542,0.0099,0.0887,0.0345,0.0936,0.0345,0.0493,0.0493,0.0394,0.0394,0.0887,0.0542,0.1182,0.0345,0.0493,uređen
AUM60030.1 ___membrane protein,0.1333,0.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.0,0.2667,0.0667,0.0667,0.0,0.0667,0.0667,0.0667,0.1333,0.0,0.0,0.0,neuređen
AVK87324.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87324.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87335.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87335.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87346.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87346.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87357.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87357.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87368.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87368.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87379.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87379.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87390.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87390.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87401.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87401.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87412.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87412.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87423.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87423.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87434.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87434.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87445.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVK87445.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87456.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.101,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0577,0.0913,0.0337,0.0481,uređen
AVK87456.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVK87467.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.101,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0577,0.0913,0.0337,0.0481,uređen
AVK87467.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AVQ09621.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
AVQ09621.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
AVQ09630.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
AVQ09630.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
AVQ09639.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
AVQ09639.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
AVQ09648.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
AVQ09648.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
AVQ09657.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
AVQ09657.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
AVV61906.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AVV61906.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AWK96570.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
AWK96570.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
AWK96579.1 ___matrix protein,0.0614,0.0044,0.0614,0.0175,0.0395,0.0526,0.0263,0.0877,0.0614,0.1316,0.0263,0.0307,0.1053,0.0526,0.0219,0.0439,0.0702,0.0746,0.0088,0.0219,uređen
AWK96579.1 ___matrix protein,0.0714,0.0102,0.051,0.0306,0.0,0.0816,0.0204,0.0408,0.0612,0.051,0.051,0.0408,0.1224,0.0306,0.051,0.1327,0.0714,0.051,0.0,0.0306,neuređen
AWK96588.1 ___matrix protein,0.0614,0.0044,0.0614,0.0175,0.0395,0.0526,0.0263,0.0877,0.0614,0.1316,0.0263,0.0307,0.1053,0.0526,0.0219,0.0439,0.0702,0.0746,0.0088,0.0219,uređen
